"UIyearXhsh10","UIyearXhsh06","UIyearXhsh04","UIyearXhsh02","UIyearXhsh00","UIyearXhsh98","UIyearXhsh95","t15nnn","in_sampled_window","code","b_ord_surv","twinYN","SexN","DOBYR","DOB3","Alive","BritStatus95","h95n","h95a","britstatus98","h98n","h98a","britstatus00","h00n","h00a","britstatus02","h02n","h02a","britstatus04","h04n","h04a","britstatus06","h06n","h06a","britstatus10","h10n","h10a","DecdateYr","COMPLED2010","Cody_c95num","cody_c98num","cody_c00num","cody_c02num","cody_c04num","cody_c06num","cody_c10num","MeT1","MeS1","FBcode","FBx","FBdob3","AFB","emumdecyrest","efadecyrest","BMHHH95","BMHHH98","BMHHH00","BMHHH02","BMHHH04","BMHHH06","BMHHH10","BFHHH95","BFHHH98","BFHHH00","BFHHH02","BFHHH04","BFHHH06","BFHHH10","acused95","ttsacks95","jjunezero95","LstockValField_rdKts95","HsVal_rdKts95","HsTotAsset_rdKts95","SumValue_rdKts95","IWC95","Loiske_rev95","acused98","ttsacks98","jjunezero98","LstockValField_rdKts98","HsVal_rdKts98","HsTotAsset_rdKts98","SumValue_rdKts98","IWC98","Loiske_rev98","acused00","ttsacks00","jjunezero00","LstockValField_rdKts00","HsVal_rdKts00","HsTotAsset_rdKts00","SumValue_rdKts00","IWC00","Loiske_rev00","acused02","ttsacks02","jjunezero02","LstockValField_rdKts02","HsVal_rdKts02","HsTotAsset_rdKts02","SumValue_rdKts02","IWC02","Loiske_rev02","acused04","ttsacks04","jjunezero04","LstockValField_rdKts04","HsVal_rdKts04","HsTotAsset_rdKts04","SumValue_rdKts04","IWC04","Loiske_rev04","acused06","ttsacks06","jjunezero06","LstockValField_rdKts06","HsVal_rdKts06","HsTotAsset_rdKts06","SumValue_rdKts06","IWC06","Loiske_rev06","acused10","ttsacks10","jjunezero10","LstockValField_rdKts10","HsVal_rdKts10","HsTotAsset_rdKts10","SumValue_rdKts10","IWC10","Loiske_rev10","sumnahxxa","delete","sumnacrop","deletecrop","sumnapcrop95","sumnapcrop98","sumnapcrop00","sumnapcrop02","sumnapcrop04","sumnapcrop06","sumnapcrop10","sumnamcrop95","sumnamcrop98","sumnamcrop00","sumnamcrop02","sumnamcrop04","sumnamcrop06","sumnamcrop10","sumnaacrop95","sumnaacrop98","sumnaacrop00","sumnaacrop02","sumnaacrop04","sumnaacrop06","sumnaacrop10","ttsacksabs","cumabs95","cumabs98","cumabs00","cumabs02","cumabs04","cumabs06","cumabs10","cumabsafb","ttsacksmean","cummean95","cummean98","cummean00","cummean02","cummean04","cummean06","cummean10","cummeanafb","ttsackssd","cumsd95","cumsd98","cumsd00","cumsd02","cumsd04","cumsd06","cumsd10","cumsdafb"
2010396,2006011,2004011,2002011,2000011,1998011,1995011,4128,1,1108,6,0,0,1990,1990-01-02,"a","PARS",11,"p","PARS",11,"p","PARS",11,"p","PARS",11,"p","PARS",11,"p","PARS",11,"p","REL",396,"p",NA,6,"0","0","0","1","3","5","na","2010","x1",39603,"f",2008-08-01,18.5805555555556,NA,2013,1,1,1,1,1,1,999,1,1,1,1,1,1,999,4,8,5,7.8,35.1,9.75,52.65,21,13,6.5,1,99,0,49.09,0,49.09,12,12,5,2,9,0,60.44,0,60.44,21,13,1,1,9,0,70.62,0,70.62,12,12,2.5,2,6,210.8,84.23,7.44,302.47,21,13,2.5,3,7,0,99.87,0,99.87,11,11,2.5,12.5,3,37.44,144.46,443.13,625.03,32,15,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5,8,9,11,12,14,17,29.5,17,4.21428571428571,8,4.5,3.66666666666667,3,2.8,2.83333333333333,4.21428571428571,2.83333333333333,4.37661534804715,NA,4.94974746830583,3.78593889720018,3.36650164612069,2.94957624075052,2.63944438597722,4.37661534804715,2.63944438597722
2010396,2006003,2004003,2002003,2000003,1998003,1995003,4124,1,306,3,0,0,1988,1988-11-20,"a","PARS",3,"p","PARS",3,"p","PARS",3,"p","PARS",3,"p","PARS",3,"p","PARS",3,"p","HH-HH",396,"p",NA,7,"0","0","2","4","6","na","na","2006","h1",39602,"m",2007-04-24,18.4277777777778,NA,NA,1,1,1,1,1,1,999,1,1,1,1,1,1,999,1.5,10,3,0,35.1,0,35.1,11,11,5,0.63,99,218.79,49.09,58.5,326.38,22,13,3,7,4,161.82,60.44,58.87,281.13,31,14,1.5,7,6,0,247.17,6.42,253.59,21,13,2.5,13,6,0,294.8,286.44,581.24,31,14,3.5,19.5,4,0,349.57,0,349.57,11,11,2.5,12.5,3,37.44,144.46,443.13,625.03,32,15,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.63,10,10.63,17.63,24.63,37.63,57.13,69.63,57.13,9.94714285714286,10,5.315,5.87666666666667,6.1575,7.526,9.52166666666667,9.94714285714286,9.52166666666667,5.9340450348974,NA,6.62559053971795,4.78493817445255,3.94705269790004,4.58785134894321,6.38238330615348,5.9340450348974,6.38238330615348
2010397,2006112,2004112,2002209,2000112,1998112,1995112,4132,1,11205,3,0,0,1992,1992-04-01,"a","PARS",112,"p","PARS",112,"p","PARS",112,"p","REL",209,"p","PARS",112,"p","PARS",112,"p","HH-HH",397,"p",NA,3,"na","0","0","1","3","na","na","2006","m1",39701,"f",2006-06-01,14.1666666666667,NA,NA,1,1,1,0,1,1,0,1,1,1,0,1,1,0,2.5,3,7,0,35.1,0,35.1,11,11,5,6,99,8.19,49.09,0,57.28,11,11,2,2.5,6,7.44,60.44,0,67.88,21,13,NA,0,NA,0,70.62,0,70.62,10,11,3,5,9,0,84.23,0,84.23,12,12,2,11.5,5,69.5,99.87,0,169.37,12,12,3,9,6,667.2,505.66,320.89,1493.75,21,13,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,9,11.5,11.5,16.5,28,37,28,5.28571428571429,3,4.5,3.83333333333333,2.875,3.3,4.66666666666667,5.28571428571429,4.66666666666667,3.95660990050345,NA,2.12132034355964,1.89296944860009,2.46221445044903,2.33452350598575,3.94546152771341,3.95660990050345,3.94546152771341
2010398,2006068,2004063,2002063,2000063,1998063,1995063,4140,1,6311,9,0,0,1989,1989-05-20,"a","PARS",63,"p","M-ALONE",63,"p","M-ALONE",63,"p","M-ALONE",63,"p","REL",63,"p","M-ALONE",68,"p","HH-HH",398,"p",NA,6,"0","1","1","2","5","na","na","2007","m1",6813,"m",2006-08-19,17.2472222222222,2012,1997,1,1,1,1,0,1,999,1,0,0,0,0,0,999,4,12,1,0,35.1,0,35.1,31,14,4,6.13,99,13.65,49.09,0,62.74,11,11,2,3.25,8,11.16,60.44,0,71.6,21,13,3,6,7,51.36,70.62,0,121.98,10,11,1,0.2,12,27.9,84.23,0,112.13,11,11,3,3.1,NA,0,99.87,0,99.87,11,11,4,44,1,0,2881.96,1042.85,3924.81,32,15,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.68,12,18.13,21.38,27.38,27.58,30.68,74.68,30.68,10.6685714285714,12,9.065,7.12666666666667,6.845,5.516,5.11333333333333,10.6685714285714,5.11333333333333,15.1495901248971,NA,4.15071680556503,4.45933104101202,3.68434978433554,4.36027866081974,4.02274367399498,15.1495901248971,4.02274367399498
2010400,2006310,2004310,2002212,2000212,1998221,NA,4152,1,22107,2,0,0,1989,1989-01-01,"a",NA,NA,NA,"M-ALONE",221,"p","M-PARS",212,"p","M-PARS",212,"p","M-ALONE",310,"p","M-ALONE",310,"p","HH-HH",400,"p",NA,7,"na","na","1","3","5","7","na","2007","m1",40001,"f",2007-03-01,18.1666666666667,NA,NA,999,1,0,0,1,1,999,999,0,0,0,0,0,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,99,16.38,399.68,58.5,474.56,31,14,3,6,0,26.04,60.44,151.87,238.35,32,15,2,6,2,0,70.62,0,70.62,10,11,0,0,NA,0,84.23,142.6,226.83,22,13,0.5,1,0,0,349.57,283.58,633.15,31,14,2.5,15,8,0,144.46,336.17,480.63,21,13,1,"no",1,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,8,14,20,20,21,36,21,6,NA,8,7,6.66666666666667,5,4.2,6,4.2,5.40370243444252,NA,NA,1.4142135623731,1.15470053837925,3.46410161513775,3.4928498393146,5.40370243444252,3.4928498393146
2010406,2006075,2004075,2002282,2000075,1998075,1995075,4203,1,7504,2,0,0,1982,1982-09-15,"a","PARS",75,"p","PARS",75,"p","PARS",75,"p","HH-HH",282,"p","PARS",75,"p","PARS",75,"p","HH-HH",406,"p",NA,7,"4","6","na","na","na","na","na","2001","x1",28204,"m",2002-05-27,19.7,NA,NA,1,1,1,999,999,999,999,1,1,1,999,999,999,999,7,11.5,4,0,119.6,0,119.6,21,13,12.5,4.5,99,32.76,169.85,3.12,205.73,31,14,4,10.5,5,18.6,209.23,0,227.83,22,13,1,3,6,0,70.62,28.89,99.51,21,13,3,5.5,5,11.16,294.8,7.44,313.4,22,13,3,23,5,0,349.57,33.37,382.94,22,13,0.5,2,NA,0,144.46,0,144.46,12,12,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,11.5,16,26.5,29.5,35,58,60,26.5,8.57142857142857,11.5,8,8.83333333333333,7.375,7,9.66666666666667,8.57142857142857,8.83333333333333,7.31111352342316,NA,4.94974746830583,3.78593889720018,4.25,3.77491721763537,7.35300392130092,7.31111352342316,3.78593889720018
2010409,NA,2004301,NA,2000028,1998028,1995028,4219,1,2805,5,0,0,1970,1970-01-02,"a","PARS",28,"p","PARS",28,"p","PARS",28,"p","U-REL",28,"a","HH-HH",301,"p","U-SPOUSE",28,"a","HH-HH",409,"p",NA,11,"na","na","na","na","na","na","na","2005","x1",2815,"m",1995-06-24,25.4777777777778,NA,NA,999,999,999,999,999,999,999,999,999,999,999,999,999,999,11.5,25.5,0,39,119.6,129.35,287.95,32,15,12,16,99,54.6,169.85,96.72,321.17,31,14,12,48,0,585.9,209.23,331.88,1127.01,32,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,3.33,10,0,1335.31,34.72,1370.03,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,0,144.46,267.41,411.87,22,13,0,"no",2,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,93.33,25.5,41.5,89.5,89.5,92.83,92.83,93.33,25.5,18.666,25.5,20.75,29.8333333333333,29.8333333333333,23.2075,23.2075,18.666,25.5,19.232076850928,NA,6.7175144212722,16.4342122821063,16.4342122821063,18.8590091203117,18.8590091203117,19.232076850928,0
2010410,NA,2004049,2002049,2000049,1998166,1995166,4229,1,16606,7,0,0,1990,1990-01-01,"a","M-ALONE",166,"p","M-ALONE",166,"p","M-ALONE",49,"p","M-ALONE",49,"p","M-ALONE",49,"p",NA,166,"tag","HH-HH",410,"p",NA,5,"na","0","1","3","5","na","na","2010","h1",41001,"f",2007-09-14,17.7027777777778,NA,NA,1,1,1,1,1,999,999,0,0,0,0,0,999,999,2,0.5,5,0,35.1,0,35.1,10,11,2.5,2.25,99,27.3,49.09,0,76.39,11,11,3,4.5,4,22.32,209.23,3.27,234.82,31,14,1,1,10,4.28,70.62,0,74.9,12,12,2,8.3,8,50.22,84.23,7.44,141.89,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9.33,11,12.48,2881.96,15.29,2909.73,22,13,0,"no",1,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.88,0.5,2.75,7.25,8.25,16.55,16.55,25.88,16.55,4.31333333333333,0.5,1.375,2.41666666666667,2.0625,3.31,3.31,4.31333333333333,3.31,3.76489929037507,NA,1.23743686707646,2.00520156925266,1.7838978857173,3.18873015477949,3.18873015477949,3.76489929037507,3.18873015477949
2010414,2006032,2004032,2002057,2000032,1998032,1995032,4260,1,3206,4,0,0,1981,1981-01-01,"a","PARS",32,"p","PARS",32,"p","PARS",32,"p","REL",57,"p","PARS",32,"p","PARS",32,"p","HH-HH",414,"p",NA,6,"5","na","na","na","na","na","na","2000","h1",3212,"f",1996-12-30,15.9972222222222,NA,NA,1,1,999,999,999,999,999,1,1,999,999,999,999,999,6,20,5,110.5,35.1,2.6,148.2,22,13,4,4.25,99,0,49.09,3.12,52.21,21,13,3,7.25,3,232.5,60.44,65.42,358.36,31,14,0,0,4,51.36,70.62,22.47,144.45,21,13,1.5,8,7,549.32,84.23,150.04,783.59,21,13,3,9.5,5,1209.3,1251.27,209.88,2670.45,31,14,0.5,3,2,62.4,144.46,0,206.86,12,12,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,20,24.25,31.5,31.5,39.5,49,52,20,7.42857142857143,20,12.125,10.5,7.875,7.9,8.16666666666667,7.42857142857143,20,6.4237746654425,NA,11.1369318036881,8.36286434183886,8.61321658847611,7.4594738420347,6.70385461258422,6.4237746654425,0
2010415,2006258,2004095,2002095,2000095,1998095,1995095,4269,1,9504,3,0,0,1983,1983-10-10,"a","PARS",95,"p","PARS",95,"p","PARS",95,"p","PARS",95,"p","PARS",95,"p","REL",258,"p","HH-HH",415,"p",NA,7,"1","4","5","7","na","na","na","2006","m1",9514,"m",2004-09-01,20.8916666666667,NA,2012,1,1,1,999,999,999,999,1,1,1,999,999,999,999,2.5,11.75,3,1.95,35.1,0,37.05,12,12,3,5.5,99,5.46,49.09,0,54.55,10,11,2,11,2,11.16,60.44,3.27,74.87,22,13,3,6.5,2,160.5,70.62,6.42,237.54,21,13,2,6.7,6,527,84.23,0,611.23,11,11,6,29,5,0,349.57,33.37,382.94,21,13,5,21,4,87.36,144.46,336.17,567.99,22,13,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.45,11.75,17.25,28.25,34.75,41.45,70.45,91.45,34.75,13.0642857142857,11.75,8.625,9.41666666666667,8.6875,8.29,11.7416666666667,13.0642857142857,8.6875,8.79131741576664,NA,4.41941738241592,3.41259920490721,3.14493640635228,2.8649607327152,8.83461468693834,8.79131741576664,3.14493640635228
2010415,2006258,NA,2002258,2000072,1998072,NA,4275,1,7206,7,0,0,1997,1997-10-03,"a",NA,NA,NA,"PARS",72,"p","M-ALONE",72,"p","M-ALONE",258,"p","U-REL",258,"a","M-ALONE",258,"p","REL",415,"p",NA,666,"na","na","na","0","na","1","5",NA,"u",41505,"m",2013-09-01,15.9111111111111,NA,2001,999,1,1,1,0,1,0,999,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.63,99,40.95,169.85,58.5,269.3,22,13,1.5,1,9,0,209.23,0,209.23,21,13,4,5.5,4,42.8,70.62,0,113.42,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,29,5,0,349.57,33.37,382.94,21,13,5,21,4,87.36,144.46,336.17,567.99,22,13,1,"no",2,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57.13,0,0.63,1.63,7.13,7.13,36.13,57.13,57.13,11.426,NA,0.63,0.815,2.37666666666667,2.37666666666667,9.0325,11.426,11.426,12.8537885465726,NA,NA,0.261629509039023,2.71120514408876,2.71120514408876,13.4944763391051,12.8537885465726,12.8537885465726
2010421,2006075,2004075,2002075,2000075,1998075,1995075,4321,1,7505,3,0,0,1985,1985-06-26,"a","PARS",75,"p","PARS",75,"p","PARS",75,"p","PARS",75,"p","PARS",75,"p","PARS",75,"p","HH-HH",421,"p",NA,6,"0","2","4","5","na","na","na","2004","m1",7520,"f",2004-03-16,18.7222222222222,NA,NA,1,1,1,1,999,999,999,1,1,1,1,999,999,999,7,11.5,4,0,119.6,0,119.6,21,13,12.5,4.5,99,32.76,169.85,3.12,205.73,31,14,4,10.5,5,18.6,209.23,0,227.83,22,13,1,8,5,0,247.17,113.43,360.6,22,13,3,5.5,5,11.16,294.8,7.44,313.4,22,13,3,23,5,0,349.57,33.37,382.94,22,13,2,5,5,0,505.66,53.48,559.14,21,13,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,11.5,16,26.5,34.5,40,63,68,34.5,9.71428571428571,11.5,8,8.83333333333333,8.625,8,10.5,9.71428571428571,8.625,6.46050270784675,NA,4.94974746830583,3.78593889720018,3.11916121203548,3.04138126514911,6.70074622710038,6.46050270784675,3.11916121203548
2010427,2006249,2004286,2002286,2000032,1998210,NA,4397,1,3213,1,0,0,1970,1970-01-01,"a",NA,NA,NA,"M-ALONE",210,"p","REL",32,"p","HH-HH",286,"p","HH-HH",286,"p","REL",249,"p","HH-HH",427,"m",NA,3,"na","na","na","na","na","na","na","1998","h1",3214,"m",1998-05-01,28.3333333333333,2005,1996,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,3.25,99,54.6,49.09,0,103.69,12,12,3,7.25,3,232.5,60.44,65.42,358.36,31,14,1.5,8,NA,321,247.17,135.89,704.06,31,14,2,26.16,4,632.4,84.23,177.32,893.95,31,14,1,2.2,7,0,349.57,0,349.57,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"no",2,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46.86,0,3.25,10.5,18.5,44.66,46.86,46.86,3.25,9.372,NA,3.25,5.25,6.16666666666667,11.165,9.372,9.372,3.25,9.71002935113999,NA,NA,2.82842712474619,2.55359224100743,10.2117856747322,9.71002935113999,9.71002935113999,0
2010431,2006159,2004159,2002159,2000159,1998159,1995159,4450,1,15904,1,0,0,1989,1989-05-28,"a","PARS",159,"p","PARS",159,"p","PARS",159,"p","PARS",159,"p","PARS",159,"p","PARS",159,"p","HH-HH",431,"p",NA,4,"0","0","1","3","4","na","na","2004","x1",15915,"m",2006-06-01,17.0083333333333,NA,NA,1,1,1,1,1,1,999,1,1,1,1,1,1,999,4,7.5,5,110.5,35.1,0,145.6,12,12,4,3,99,81.12,49.09,0,130.21,11,11,5,9.5,1,161.82,60.44,3.27,225.53,31,14,3.5,6.5,2,325.28,70.62,107,502.9,21,13,6,30,6,421.6,84.23,169.87,675.7,22,13,2,26,3,284.95,99.87,209.88,594.7,22,13,2,9,5,276.48,144.46,160.44,581.38,21,13,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.5,7.5,10.5,20,26.5,56.5,82.5,91.5,82.5,13.0714285714286,7.5,5.25,6.66666666666667,6.625,11.3,13.75,13.0714285714286,13.75,10.4778678310864,NA,3.18198051533946,3.3291640592397,2.71952814534679,10.7156427712014,11.3081828778986,10.4778678310864,11.3081828778986
2010432,NA,NA,NA,NA,NA,NA,4459,1,43205,3,0,0,1996,1996-01-01,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARS",432,"p",NA,0,"na","na","na","na","na","na","na","2011","x1",43215,"f",2011-07-01,15.5,NA,NA,999,999,999,999,999,999,1,999,999,999,999,999,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9.5,NA,24.96,144.46,0,169.42,12,12,6,"no",6,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,9.5,9.5,9.5,NA,NA,NA,NA,NA,NA,9.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,0
2010433,2006276,2004218,2002218,2000218,1998218,NA,4473,1,21804,3,0,0,1989,1989-10-15,"a",NA,NA,NA,"M-ALONE",218,"p","M-ALONE",218,"p","M-ALONE",218,"m","M-ALONE",218,"p","MM-ALONE",276,"p","HH-HH",433,"p",NA,3,"na","na","1","na","na","na","na","2006","x1",43303,"m",2005-09-01,15.8777777777778,NA,1995,999,1,1,1,1,0,999,999,0,0,0,0,0,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,99,83.85,49.09,0,132.94,12,12,2,7.87,2,14.88,60.44,12.43,87.75,31,14,NA,NA,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"no",5,"no",NA,NA,NA,NA,1,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.87,0,0,7.87,7.87,7.87,7.87,7.87,7.87,3.935,NA,0,3.935,3.935,3.935,3.935,3.935,3.935,5.56493036793813,NA,NA,5.56493036793813,5.56493036793813,5.56493036793813,5.56493036793813,5.56493036793813,5.56493036793813
2010436,2006238,2004299,2002059,2000059,1998059,1995059,4504,1,5907,6,0,0,1986,1986-01-01,"a","PARS",59,"p","F-ALONE",59,"p","F-ALONE",59,"p","F-ALONE",59,"p","M-ALONE",299,"p","REL",238,"p","HH-HH",436,"p",NA,0,"0","0","0","0","na","na","na","2006","m1",23809,"f",2006-01-12,20.0305555555556,NA,2013,1,0,0,0,1,999,999,1,1,1,1,0,999,999,4.5,5.13,5,72.15,35.1,0,107.25,12,12,8,6,99,35.1,49.09,0,84.19,12,12,7,10,4,46.5,60.44,0,106.94,31,14,1,12,4,0,70.62,0,70.62,12,12,0.5,1.66,NA,0,84.23,0,84.23,11,11,2,6,10,20.85,1251.27,200.17,1472.29,22,13,2,7,3,37.44,144.46,68.77,250.67,21,13,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.79,5.13,11.13,21.13,33.13,34.79,40.79,47.79,40.79,6.82714285714286,5.13,5.565,7.04333333333333,8.2825,6.958,6.79833333333333,6.82714285714286,6.79833333333333,3.36163013177493,NA,0.615182899632296,2.59723571000657,3.26178248814969,4.09278878028173,3.68153455323547,3.36163013177493,3.68153455323547
2010439,2006095,2004095,2002095,2000095,1998095,1995095,4528,1,9505,4,0,0,1986,1986-02-06,"a","PARS",95,"p","PARS",95,"p","PARS",95,"p","PARS",95,"p","PARS",95,"p","PARS",95,"p","HH-HH",439,"p",NA,7,"0","1","3","5","7","na","na","2009","m1",43901,"f",2007-11-22,21.7944444444444,NA,2012,1,1,1,1,1,999,999,1,1,1,1,1,999,999,2.5,11.75,3,1.95,35.1,0,37.05,12,12,3,5.5,99,5.46,49.09,0,54.55,10,11,2,11,2,11.16,60.44,3.27,74.87,22,13,3,6.5,2,160.5,70.62,6.42,237.54,21,13,2,6.7,6,527,84.23,0,611.23,11,11,2,6,7,1320.5,99.87,9.74,1430.11,21,13,2.5,14,NA,62.4,505.66,267.41,835.47,21,13,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.45,11.75,17.25,28.25,34.75,41.45,47.45,61.45,47.45,8.77857142857143,11.75,8.625,9.41666666666667,8.6875,8.29,7.90833333333333,8.77857142857143,7.90833333333333,3.39139316786592,NA,4.41941738241592,3.41259920490721,3.14493640635228,2.8649607327152,2.72771271703357,3.39139316786592,2.72771271703357
2010442,2006075,2004075,2002075,2000075,1998075,1995075,4547,1,7507,5,0,0,1990,1990-02-07,"a","PARS",75,"p","PARS",75,"p","PARS",75,"p","PARS",75,"p","PARS",75,"p","PARS",75,"p","HH-HH",442,"p",NA,0,"0","0","0","0","0","0","na","2009","m1",44201,"m",2008-09-01,18.5666666666667,NA,NA,1,1,1,1,1,1,999,1,1,1,1,1,1,999,7,11.5,4,0,119.6,0,119.6,21,13,12.5,4.5,99,32.76,169.85,3.12,205.73,31,14,4,10.5,5,18.6,209.23,0,227.83,22,13,1,8,5,0,247.17,113.43,360.6,22,13,3,5.5,5,11.16,294.8,7.44,313.4,22,13,3,23,5,0,349.57,33.37,382.94,22,13,2,10,NA,0,144.46,320.89,465.35,21,13,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,11.5,16,26.5,34.5,40,63,73,63,10.4285714285714,11.5,8,8.83333333333333,8.625,8,10.5,10.4285714285714,10.5,6.11983504290605,NA,4.94974746830583,3.78593889720018,3.11916121203548,3.04138126514911,6.70074622710038,6.11983504290605,6.70074622710038
NA,2006193,2004193,2002193,2000193,1998193,NA,3826,1,19305,8,0,0,1994,1994-10-06,"a",NA,NA,NA,"PARS",193,"p","PARS",193,"p","PARS",193,"p","PARS",193,"p","PARS",193,"p","U-REL",358,"a",NA,0,"na","na","0","0","0","0","na","2011","z1",35803,"f",2011-02-01,16.3194444444444,2011,2012,999,1,1,1,1,1,0,999,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.13,99,16.38,49.09,0,65.47,12,12,2,3,4,37.2,60.44,0,97.64,22,13,1.5,4,10,8.56,70.62,0,79.18,12,12,1.8,10,1,50.22,294.8,0,345.02,10,11,3,11.2,3,6.95,349.57,33.37,389.89,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"no",2,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28.33,0,0.13,3.13,7.13,17.13,28.33,28.33,28.33,5.666,NA,0.13,1.565,2.37666666666667,4.2825,5.666,5.666,5.666,4.74181188998467,NA,NA,2.02939646200539,2.00888858161256,4.14960540292689,4.74181188998467,4.74181188998467,4.74181188998467
NA,NA,NA,NA,2000231,NA,NA,2755,1,23102,NA,0,0,1978,1978-01-01,"a",NA,NA,NA,NA,NA,NA,"HH-HH",231,"p","U-NONREL",231,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"na","na","na","na","na","na","na","1999","m1",23103,"f",2000-01-15,22.0388888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13,NA,7.44,1046.14,71.3,1124.88,32,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"no",6,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,13,13,13,13,13,13,13,NA,NA,13,13,13,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,0
